,hotel_name,app_name,category,permit_day,address,permit_date,keido,ido,year,age,count
2939,梅次郎,"小畑　つね子
　",簡易宿所,S51.10.26,京都市右京区嵯峨大覚寺門前宮ノ下町10-2,1976-10-26 00:00:00,135.67946076,35.02352542,1976,1970,1
2940,もみぢ家　別館,"株式会社　もみぢ家
代表取締役　山本　信",旅館,S51.10.29,京都市右京区梅ケ畑御経坂町32-1,1976-10-29 00:00:00,135.6734967,35.05331057,1976,1970,1
1854,京家,"有限会社　京家旅館
代表取締役　大友　篤",旅館,S51.10.29,京都市下京区不明門通塩小路上る東塩小路町71,1976-10-29 00:00:00,135.76203865,34.98774064,1976,1970,1
2941,嵯峨　一休,"河原林　貞子
　",簡易宿所,S51.10.30,京都市右京区嵯峨大覚寺門前六道町72,1976-10-30 00:00:00,135.67846633,35.02426975,1976,1970,1
438,いるや,"射矢　昌子
　",簡易宿所,S51.11.06,京都市左京区修学院山添町6,1976-11-06 00:00:00,135.79939233,35.05695343,1976,1970,1
1855,旅館　京都ホワイトホテル,"有限会社　苅安製箱
代表取締役　苅安　秀雄",旅館,S52.01.05,京都市下京区東洞院通七条下る東塩小路町556,1977-01-05 00:00:00,135.76123041,34.98756009,1977,1970,1
439,紫草庵,"中島　敬子
　",簡易宿所,S52.01.26,京都市左京区大原古知平町8,1977-01-26 00:00:00,135.83440987,35.13692531,1977,1970,1
2942,東林院,"宗教法人　東林院
代表役員　西川　玄房",簡易宿所,S52.06.03,京都市右京区花園妙心寺町59,1977-06-03 00:00:00,135.72229145,35.02291487,1977,1970,1
121,妙蓮寺,"宗教法人　大本山妙蓮寺
代表役員　松下　日肆",簡易宿所,S52.06.30,京都市上京区寺ノ内通大宮東入妙蓮寺前町875,1977-06-30 00:00:00,135.75021093,35.0349753,1977,1970,1
1856,やまと旅館,"小松　基純
　",旅館,S52.07.22,京都市下京区朱雀正会町15,1977-07-22 00:00:00,135.74349294,34.99022911,1977,1970,1
122,妙顕寺,"宗教法人　妙顕寺
代表役員　三田村　鳳治",簡易宿所,S52.08.01,京都市上京区寺之内通新町西入妙顕寺前町514,1977-08-01 00:00:00,135.75461615,35.03453088,1977,1970,1
3064,三井物産　嵐山寮,"三井物産　株式会社
代表取締役　安永竜夫",旅館,S52.09.07,京都市西京区嵐山中尾下町３４番地１,1977-09-07 00:00:00,135.67898652,35.00959948,1977,1970,1
1206,加茂川苑,"杉　文江
　",旅館,S52.09.26,京都市東山区宮川筋四丁目314,1977-09-26 00:00:00,135.77037625,34.99955917,1977,1970,1
3065,渡月亭　秀山閣,"株式会社　渡月亭 
代表取締役　古川　拓也",旅館,S52.12.28,京都市西京区嵐山中尾下町56,1977-12-28 00:00:00,135.68050586,35.00982723,1977,1970,1
3106,ちとせ,"仙元　千鶴子
　",旅館,S53.01.12,京都市伏見区南新地58,1978-01-12 00:00:00,135.75914035,34.92794939,1978,1970,1
2943,笑福亭,"内ヶ島　正和
　",旅館,S53.01.28,京都市右京区京北比賀江町院谷23-2,1978-01-28 00:00:00,135.66343401,35.18218821,1978,1970,1
1208,大谷,"大谷　和代
　",旅館,S53.02.23,京都市東山区東大路通松原上る三丁目下弁天町,1978-02-23 00:00:00,135.77691448,34.99940921,1978,1970,1
1207,京の宿　ちとせ,"上田　富子
　",旅館,S53.02.23,京都市東山区大和大路通四条下る四丁目小松町,1978-02-23 00:00:00,135.77220938,35.00029246,1978,1970,1
1209,悲田院,"悲田院
代表役員　湯浅　高明",簡易宿所,S53.08.07,京都市東山区泉涌寺山内町35,1978-08-07 00:00:00,135.77752318,34.97967234,1978,1970,1
440,ペンション北白川,"原田　玲子
　",簡易宿所,S53.09.22,京都市左京区北白川上別当町5-9,1978-09-22 00:00:00,135.79185149999998,35.03223961,1978,1970,1
441,美里,"松田　みさ江
　",簡易宿所,S53.10.09,京都市左京区大原戸寺町98,1978-10-09 00:00:00,135.82425852,35.10609547,1978,1970,1
2944,出版健康保険組合　京都保養所「すみのくら」,"出版健康保険組合
理事長　高井　昌史",旅館,S53.10.31,京都市右京区嵯峨天龍寺造路町30-11,1978-10-31 00:00:00,135.67986392,35.01546539,1978,1970,1
2945,旅館　高雄観光ホテル,"有限会社　高雄観光ホテル
代表取締役　人美　益男",旅館,S53.11.29,京都市右京区梅ケ畑高雄町5,1978-11-29 00:00:00,135.67087473,35.05501033,1978,1970,1
2946,御室会館,"宗教法人　仁和寺
代表役員　瀨川　大秀",旅館,S54.03.12,京都市右京区御室大内33,1979-03-12 00:00:00,135.71483641,35.03065558,1979,1970,1
648,ホテル本能寺,"株式会社　本能寺文化会館
代表取締役　辻　健太郎",旅館,S54.03.28,京都市中京区寺町通御池下る下本能寺前町522,1979-03-28 00:00:00,135.76830393,35.01028325,1979,1970,1
1857,わじまや旅館,"田畠　昭
　",旅館,S54.08.21,京都市下京区上珠数屋町通不明門東入高槻町33,1979-08-21 00:00:00,135.76043309,34.99268187,1979,1970,1
1858,旅館　ホワイトハウス,"苅安　マサ子
　",旅館,S54.08.22,京都市下京区東洞院通塩小路下る東入東塩小路,1979-08-22 00:00:00,135.76203865,34.98774064,1979,1970,1
442,ますや旅館,"株式会社　ますや旅館
代表取締役　田中　秀彦",旅館,S54.09.11,京都市左京区新麩屋町通仁王門下る大菊町145,1979-09-11 00:00:00,135.77413114,35.01048047,1979,1970,1
3107,ホテルハグハグ,"エース興産　株式会社
代表取締役　岩山　洸市",旅館,S54.11.08,京都市伏見区竹田西小屋ノ内町３８，３９,1979-11-08 00:00:00,135.74667564,34.95258517,1979,1970,1
2947,小塩民宿,"林　隆男
　",簡易宿所,S55.01.30,京都市右京区京北小塩町西谷口１番地の７,1980-01-30 00:00:00,135.70782068,35.22328736,1980,1980,1
123,京都シティホテル,"株式会社　京都シティホテル
代表取締役　柴田　能英",ホテル,S55.02.28,京都市上京区堀川通今出川上る北舟橋町857,1980-02-28 00:00:00,135.7514414,35.03082849,1980,1980,1
2948,簡易宿所　鹿王院,"宗教法人　鹿王院
代表役員　吹田　宏海",簡易宿所,S55.03.31,京都市右京区嵯峨北堀町24,1980-03-31 00:00:00,135.68464972,35.0166875,1980,1980,1
124,地方職員共済組合　京都宿泊所平安会館,"地方職員共済組合京都府支部
支部長　山田　啓二",ホテル,S55.04.17,京都市上京区烏丸通上長者町上る龍前町598-1,1980-04-17 00:00:00,135.75907958,35.02475972,1980,1980,1
443,民宿　なかむら,"中村　耀子
　",簡易宿所,S55.05.21,京都市左京区上高野上荒蒔町10-4,1980-05-21 00:00:00,135.79105696,35.05824488,1980,1980,1
2949,京都府立ゼミナールハウス,"財団法人　京都ゼミナールハウス
代表理事　岸本　勇雄",簡易宿所,S55.05.23,京都市右京区京北下中町鳥谷２番地,1980-05-23 00:00:00,135.63433936,35.19939114,1980,1980,1
649,京都ガーデンホテル,"株式会社　京都ガーデンホテル
代表取締役　宮川　徳三",ホテル,S55.06.27,京都市中京区室町通御池南入円福寺町351,1980-06-27 00:00:00,135.75816599,35.01145258,1980,1980,1
2950,京都市野外活動施設京北山国の家,"京都市
市長　門川　大作",簡易宿所,S55.07.07,京都市右京区京北小塩町初川口11番地の３,1980-07-07 00:00:00,135.69837433,35.20324503,1980,1980,1
1,京都イン加茂川,"成瀬　幸甫
　",簡易宿所,S55.08.13,京都市北区鞍馬口通り寺町東入鞍馬口町302-,1980-08-13 00:00:00,135.76433767,35.03804985,1980,1980,1
1210,新門荘,"株式会社　新門荘
代表取締役　山内　宏之",旅館,S55.09.17,京都市東山区新門前通大和大路東入二丁目中之,1980-09-17 00:00:00,135.77258147,35.00367827,1980,1980,1
1806,旅館　ラパジュリア,"株式会社　王朝
代表取締役　松山　将視",旅館,S55.09.17,京都市山科区大塚中溝59,1980-09-17 00:00:00,135.8254844,34.9806041,1980,1980,1
1807,旅館　ホテル　ファインオリーブ,"株式会社　花山
代表取締役　朝倉　千満",旅館,S55.12.16,京都市山科区上花山坂尻107-16,1980-12-16 00:00:00,135.79586267,34.98218643,1980,1980,1
2951,サンメンバーズ　京都嵯峨,"リゾートトラスト　株式会社
代表取締役　伏見　有貴",ホテル,S55.12.25,京都市右京区嵯峨広沢南野町27-1,1980-12-25 00:00:00,135.69187134,35.02078701,1980,1980,1
1859,京都センチュリーホテル,"京阪ホテルズ＆リゾーツ株式会社
代表取締役　稲地　利彦",ホテル,S56.03.12,京都市下京区東洞院通七条下る東塩小路町680,1981-03-12 00:00:00,135.76160819999998,34.98615743,1981,1980,1
1211,清水　吉田屋,"角　一三
　",簡易宿所,S56.04.13,京都市東山区五条橋東六丁目539-25,1981-04-13 00:00:00,135.78033086,34.99474299,1981,1980,1
1212,澤食,"有限会社　澤食
代表取締役　土屋　幸子",簡易宿所,S56.06.08,京都市東山区宮川筋四条下る宮川筋四丁目320,1981-06-08 00:00:00,135.77423409,35.00358939,1981,1980,1
1860,京都新阪急ホテル,"株式会社　阪急阪神ホテルズ
代表取締役　藤本　和秀",ホテル,S56.06.25,京都市下京区塩小路通新町東入ル東塩小路町５７９,1981-06-25 00:00:00,135.75765298,34.98753226,1981,1980,1
3108,ホテルとなりのクル,"株式会社上出観光
代表取締役　向井　真由美",旅館,S56.07.17,京都市伏見区竹田西小屋ノ内町４３，４４,1981-07-17 00:00:00,135.74663118,34.95220465,1981,1980,1
2952,菊香荘,"加藤　繁治
　",旅館,S56.07.17,京都市右京区太秦西蜂岡町9,1981-07-17 00:00:00,135.70482902,35.01537378,1981,1980,1
1861,旅館　京花,"井上　月就
　",旅館,S56.08.13,京都市下京区下珠数屋町通東洞院東入西玉水町,1981-08-13 00:00:00,135.76119976,34.99043207,1981,1980,1
3110,旅館　第２シャルマン,"吉田　忠義
　",旅館,S56.12.25,"京都市伏見区下鳥羽広長町133,134,135,",1981-12-25 00:00:00,135.74412783,34.93338162,1981,1980,1
3109,旅館　第１シャルマン,"神谷　孝伸
　",旅館,S56.12.25,"京都市伏見区下鳥羽広長町127,128,129,",1981-12-25 00:00:00,135.74552775,34.9318764,1981,1980,1
2953,富貴　若竹,"福谷　喜代子
　",簡易宿所,S57.03.12,京都市右京区太秦堀ケ内町33,1982-03-12 00:00:00,135.70097377,35.01394337,1982,1980,1
1213,吉川,"株式会社　豊和
代表取締役　吉川　誠人",簡易宿所,S57.03.24,京都市東山区五条橋東六丁目583-34,1982-03-24 00:00:00,135.77987534,34.99583177,1982,1980,1
650,旅館　こうろ,"株式会社　北原
代表取締役　北原　茂樹",旅館,S57.04.06,京都市中京区六角通高倉東入堀之上町114,1982-04-06 00:00:00,135.76340172,35.00752236,1982,1980,1
1214,坂の上,"株式会社　佐野家
代表取締役　佐野　喜一郎",旅館,S57.05.28,京都市東山区下河原通八坂鳥居前下る鷲尾町50,1982-05-28 00:00:00,135.77991692,35.00140347,1982,1980,1
651,石長　松菊園東館,"株式会社　石長
代表取締役　石井　雅之",旅館,S57.10.21,京都市中京区土手町通夷川上る東入末丸町284,1982-10-21 00:00:00,135.77081191,35.01564944,1982,1980,1
2954,京都マイペンション,"有限会社　京都マイペンション
取締役　奥村　麻里子",簡易宿所,S57.12.27,京都市右京区西院小米町34,1982-12-27 00:00:00,135.72432763,35.00404721,1982,1980,1
652,松井旅館本館,"株式会社　松井旅館本館
代表取締役　松井　節子",旅館,S58.03.07,京都市中京区柳馬場通六角下る井筒屋町405番地,1983-03-07 00:00:00,135.7642572,35.00697518,1983,1980,1
444,大黒谷キャンプ場,"小瀧　忠雄
　",簡易宿所,S58.07.21,京都市左京区久多下の町27.28.29.30.317.318,1983-07-21 00:00:00,135.82753745,35.26408345,1983,1980,1
2548,ペンション恋都,"井村　哲児
　",簡易宿所,S58.09.22,京都市南区久世川原町132,1983-09-22 00:00:00,135.72098326,34.96326723,1983,1980,1
3111,桃山いろは舘,"岡本　隆志
　",旅館,S58.10.03,京都市伏見区桃山町鍋島6,1983-10-03 00:00:00,135.76983930000003,34.93285728,1983,1980,1
1862,からすま京都ホテル,"株式会社　京都ホテル
代表取締役　福永　法弘",ホテル,S58.10.11,京都市下京区烏丸通綾小路下る二帖半敷町652番地,1983-10-11 00:00:00,135.75920787,35.00192001,1983,1980,1
445,芹生,"株式会社　芹生
代表取締役　西川　大祐",旅館,S58.10.17,京都市左京区大原勝林院町22,1983-10-17 00:00:00,135.83387964,35.11951608,1983,1980,1
3112,ブリオ,"株式会社　華仙
代表取締役　豊川　徳淳",旅館,S58.11.17,京都市伏見区竹田西小屋ノ内町２６番地,1983-11-17 00:00:00,135.74733393,34.95259631,1983,1980,1
446,八瀬かまぶろ温泉ふるさと,"株式会社　八瀬かまぶろ温泉
代表取締役　東　行正",旅館,S59.02.04,京都市左京区八瀬近衛町239,1984-02-04 00:00:00,135.81776227,35.08300355,1984,1980,1
1215,古都夢,"平井　康之
　",簡易宿所,S59.02.29,京都市東山区五条橋東六丁目583-58,1984-02-29 00:00:00,135.78033363,34.99521517,1984,1980,1
2549,ホテル京阪京都グランデ,"株式会社　ホテル京阪
代表取締役　工藤　俊也",ホテル,S59.02.29,京都市南区東九条西山王町31,1984-02-29 00:00:00,135.76041789,34.98352818,1984,1980,1
447,日本私立学校振興・共済事業団京都宿泊所「白河院」,"日本私立学校振興・共済事業団
理事長　清家　篤",旅館,S59.03.09,京都市左京区岡崎法勝寺町16,1984-03-09 00:00:00,135.78765483,35.01396636,1984,1980,1
3113,電源開発　深草荘,"電源開発　株式会社
代表取締役　渡部　肇史",旅館,S59.03.29,京都市伏見区深草願成町18-5,1984-03-29 00:00:00,135.77459021,34.971076000000004,1984,1980,1
2955,すし米,"黒川　肇
　",旅館,S59.04.25,京都市右京区京北周山町中ヶ市15-2,1984-04-25 00:00:00,135.63346908,35.15389912,1984,1980,1
1863,藤家旅館,"内藤　儀照
　",旅館,S59.06.19,京都市下京区不明門通七条下る東塩小路町735,1984-06-19 00:00:00,135.76024715,34.98855443,1984,1980,1
3114,旅館　ホテルシャルマン,"共栄商事株式会社
代表取締役　吉田　弘子",旅館,S59.08.15,"京都市伏見区下鳥羽広長町144,145,133の一部",1984-08-15 00:00:00,135.74412783,34.93338162,1984,1980,1
653,綿善旅館,"株式会社　綿善
代表取締役　小野　善三",旅館,S59.09.12,京都市中京区柳馬場通六角下る井筒屋町413,1984-09-12 00:00:00,135.76376559,35.00676409,1984,1980,1
3115,エルミタージュ,"有限会社　リックスコーポレーション
代表取締役　林　潔將",旅館,S59.12.04,京都市伏見区竹田東小屋ノ内町３,1984-12-04 00:00:00,135.74888665,34.95298525,1984,1980,1
448,ホテル　ジャルダン　フルール,"有限会社　古都
代表取締役　中原　正智",旅館,S60.01.31,京都市左京区岡崎法勝寺町1-11,1985-01-31 00:00:00,135.78797701,35.01481907,1985,1980,1
2,旅館　ホテル　マイアミ,"関西総合通商　株式会社
代表取締役　大宮　方子",旅館,S60.02.08,京都市北区上賀茂桜井町32,1985-02-08 00:00:00,135.76039349,35.05103728,1985,1980,1
3117,Ｌａｐａ　ＪＵＲＩＡ,"株式会社　現代観光
代表取締役　松山　良子",旅館,S60.02.08,京都市伏見区竹田東小屋ノ内町１,1985-02-08 00:00:00,135.74863111,34.95305468,1985,1980,1
3116,ｋａｒａ　ｈａｎａ,"株式会社　ヤマワ
代表取締役　山本　八郎",旅館,S60.02.08,京都市伏見区羽束師菱川町385,1985-02-08 00:00:00,135.71505511,34.93308144,1985,1980,1
3066,ホテル嵐山洛西店,"有限会社　サンサン
代表取締役　山田　初子",旅館,S60.02.08,京都市西京区大枝沓掛町22-1,1985-02-08 00:00:00,135.65737996,34.97987108,1985,1980,1
1808,ホテル　パルコ,"浅井興業　株式会社
代表取締役　浅井　美和",旅館,S60.02.08,京都市山科区上花山坂尻107-14,1985-02-08 00:00:00,135.79569879,34.98189203,1985,1980,1
1864,旅館　四条ホテル,"日下部興業　株式会社
代表取締役　前田　保",旅館,S60.02.08,京都市下京区西木屋町通四条下る船頭町231,1985-02-08 00:00:00,135.77032894,35.00262002,1985,1980,1
1216,旅館　ホテル　マドラス,"有限会社　エス・エー観光
代表取締役　甲斐田　正治",旅館,S60.02.09,京都市東山区大和大路通四条下る小松町11-6,1985-02-09 00:00:00,135.77633123,34.99814821,1985,1980,1
1217,旅館　ホテルニューデミアン,"株式会社　吉重
代表取締役　材木　良成",旅館,S60.02.12,京都市東山区三条白川橋東入五丁目東町241-1,1985-02-12 00:00:00,135.78651615,35.00913618,1985,1980,1
